19794331,1,59983,2945
28052101,1,80039,2932
23188491,1,83437,2931
19794331,1,57805,2921
25647033,1,60069,2909
20485407,1,81319,2906
24393755,1,52437,2902
25647033,1,60703,2901
27889455,1,82621,2896
4614663,1,72531,2868
26175781,1,73023,2864
19794331,1,62759,2858
27546269,1,76609,2856
201116419,2,71289,2854
26227781,2,90219,2846
25871733,1,78887,2839
25728159,1,59801,2833
4614663,1,72537,2829
16618133,2,59253,2823
27960765,1,81063,2823
5204825,1,59291,2822
18822587,1,82321,2810
23782735,1,61241,2810
7776631,3,95617,2803
4782103,1,82715,2798
9455695,2,90225,2794
14953417,1,57121,2781
26407761,1,75007,2773
27637651,1,75235,2756
16141205,1,80039,2756
23188491,1,76791,2754
25647033,1,59643,2752
28102475,1,80037,2750
27577805,1,80855,2749
19794331,1,59099,2742
18822587,1,79867,2740
23785875,1,67003,2733
21879231,1,61851,2732
26382571,1,66581,2723
27465705,1,80039,2702
26469971,1,64723,2698
6065911,2,90219,2691
14051339,1,64415,2688
19794331,1,58881,2672
26469971,1,70441,2670
25647033,1,59649,2669
27185277,1,78399,2666
27349061,1,76621,2652
27789857,1,82621,2652
11784601,1,78455,2634
19794331,1,56451,2634
25884765,1,81587,2624
25860695,1,74667,2623
25884765,1,79447,2622
19794331,1,69485,2614
25647033,1,59227,2588
9953107,1,76995,2576
26676837,1,75007,2575
21879231,1,60941,2575
27789857,1,80855,2574
25860695,1,76851,2562
26810877,1,75979,2554
25647033,1,60713,2540
27185277,1,76429,2540
27503509,1,80039,2534
21879231,1,63065,2534
27593041,1,80185,2527
20973343,1,66333,2524
26642271,1,85419,2514
27465705,1,78695,2512
19794331,1,67347,2500
26622115,1,78887,2496
25884765,1,83141,2490
21777655,2,84287,2489
19794331,1,60159,2484
21879231,1,60253,2482
21777655,2,84253,2477
27186119,1,78567,2476
26469971,1,70443,2468
28274611,1,84609,2464
26892093,1,45345,2464
20485407,1,74199,2464
25365087,1,64725,2462
27185277,1,80175,2462
26301405,1,76451,2462
21777655,2,84285,2454
1870099,2,84219,2451
18939397,1,68513,2449
25365087,1,64729,2440
22677655,1,80531,2440
6037455,1,75677,2438
21763339,1,70857,2436
25647033,1,60067,2435
18584939,1,76221,2434
26407761,2,87643,2421
14051339,1,64417,2414
27763715,1,82621,2414
11682377,1,76211,2408
26588901,1,79461,2406
23163301,1,69509,2405
4744769,1,45763,2400
23188491,1,80649,2396
7673147,1,83501,2394
27185277,1,76069,2393
20549359,1,68521,2387
28048513,1,80269,2382
18913863,1,59465,2381
27722329,1,80185,2370
27712979,1,82635,2370
16141205,1,81605,2368
27156573,1,82473,2364
25725617,1,84413,2358
25264485,1,74665,2348
18913863,1,59847,2346
20973343,1,62763,2342
25365087,1,64735,2338
27093851,1,78699,2338
20418919,1,76221,2336
19794331,1,59097,2336
26576705,1,64745,2336
25647033,1,60065,2329
27503509,1,80601,2328
28102475,1,80599,2326
21235343,1,58397,2323
23782735,1,60601,2323
26930041,1,76191,2322
432141,1,59049,2320
27185277,1,80479,2318
25647033,1,60711,2316
3626933,2,56335,2311
25365087,1,64723,2304
14791003,1,73925,2303
26576705,1,64747,2302
27503509,1,80855,2294
23188491,1,81875,2290
27946073,1,78929,2285
22789287,1,62415,2285
9023759,1,74047,2285
26676095,1,86101,2284
26469971,1,71837,2282
26892093,1,44963,2278
12471951,1,69143,2276
21879231,1,64095,2271
25497797,1,70691,2269
26576705,1,64741,2268
21879231,1,62549,2266
16141205,1,80601,2262
18822587,1,79769,2262
28102475,1,80601,2262
21777655,2,84771,2257
21879231,1,60073,2257
25576629,1,74059,2257
20973343,1,66347,2254
18913863,1,59475,2254
27465705,1,80855,2254
4614663,1,72535,2253
9953107,1,78197,2250
25884765,1,84559,2248
26930041,1,77679,2248
23188491,1,76787,2238
27637651,1,76221,2236
27465705,1,82621,2228
2521753,1,75255,2228
18913863,1,60293,2227
25417203,1,59295,2223
27156859,1,73375,2222
26469443,1,61901,2217
15143605,1,63775,2215
25647033,1,59047,2215
27503509,1,78695,2212
19794331,1,61741,2205
2894317,1,74667,2196
19385759,1,60601,2195
15455475,1,72899,2192
26787063,1,80479,2186
25365087,1,64731,2186
17727263,2,59253,2180
4782103,1,79979,2180
7673147,1,83011,2180
10977337,1,76229,2168
28108539,1,73855,2164
20976907,1,83673,2164
27671809,1,81719,2160
18584939,1,75235,2155
21879231,1,61847,2152
26728193,1,76621,2152
27270621,1,60275,2152
200285563,2,71353,2151
18913863,1,60303,2148
19794331,1,60397,2146
27465705,1,78699,2144
15143605,1,63469,2144
18105615,1,74595,2140
28048513,1,80267,2138
27190843,1,78097,2136
26883169,1,76191,2132
27156859,1,73371,2131
23188491,1,81865,2130
19027041,1,81613,2122
19794331,1,60529,2121
27916501,1,84411,2120
23188491,1,81859,2120
27190843,1,79517,2119
27616935,1,80599,2116
26930041,1,76451,2113
25364801,1,80179,2112
26576705,1,64743,2112
21879231,1,63067,2109
27593041,1,82471,2106
20485407,1,74205,2103
25871733,1,84621,2098
15143605,1,63473,2098
26932513,1,73373,2096
27781359,1,82621,2096
26756581,1,79583,2096
17727263,2,59257,2093
27120505,1,76217,2092
27156859,1,73373,2084
24908315,1,43723,2084
26642271,1,86101,2080
27546269,1,78229,2080
26840701,1,78887,2078
26868209,1,75327,2078
18822587,1,83245,2076
27190843,1,79515,2076
20973343,1,65547,2076
25884765,1,70523,2075
27517955,1,79077,2074
5161377,1,54427,2070
10440207,1,61525,2070
27781359,1,80601,2068
12798203,1,69855,2066
19794331,1,66633,2064
10885719,1,77029,2062
1217353,1,70005,2058
18913863,1,59839,2057
23188491,1,81855,2054
18913863,1,60561,2054
28613189,1,84607,2052
27687361,1,77809,2052
27536019,1,78689,2050
24954517,1,69455,2048
26930041,1,79995,2048
21235343,1,57273,2046
21879231,1,60075,2036
21650773,1,78887,2032
26883169,1,76619,2032
201113677,2,71123,2024
200285563,2,68897,2023
27187901,1,78445,2022
27712877,1,59079,2022
4935139,1,78993,2020
146306,1,76873,2018
27554307,1,78695,2018
21879231,1,60939,2017
26930041,1,76619,2016
23188491,1,76785,2016
27546269,1,76613,2016
24840785,1,78241,2014
10885719,1,77027,2013
21879231,1,60723,2013
9953107,1,79123,2010
20973343,1,63169,2010
26301405,1,76619,2009
13958853,1,80185,2008
26469971,1,64725,2008
26983745,1,77139,2007
6925889,1,76225,2006
20973343,1,66023,2006
18584939,1,79047,2002
16071605,1,82473,2000
21879231,1,61265,1999
19794331,1,60393,1997
18822587,1,83237,1994
23758419,1,80177,1994
10041389,1,52537,1994
23188491,1,78613,1992
9354471,2,90219,1991
25884765,1,81585,1990
15446725,1,55735,1986
19794331,1,83499,1984
146306,1,66549,1983
15143605,1,65611,1980
26588901,1,80185,1980
9023759,1,75965,1980
21879231,1,63063,1979
25672041,1,70093,1977
26469971,1,64729,1976
26787063,1,80177,1976
10799841,1,72911,1972
23188491,1,80653,1972
20180993,1,82473,1972
23782735,1,75249,1968
17812755,1,55735,1964
11216651,1,76891,1964
27546269,1,76599,1964
28063979,1,80855,1954
200023031,2,71475,1950
26227781,2,90223,1949
12480069,1,45873,1949
15143605,1,63773,1946
27546269,1,78351,1946
19185813,1,64729,1946
13195329,1,66781,1946
19794331,1,61407,1943
21879231,1,60251,1942
6037455,1,76103,1942
27401371,1,76619,1940
200285563,2,71349,1937
9953107,1,78389,1936
27616935,1,82619,1935
16547265,1,64209,1934
14183307,1,81547,1934
28266111,2,104039,1932
25930035,1,75983,1930
18465243,1,79039,1926
28048513,1,78789,1920
9953107,1,81207,1918
10182371,2,87819,1916
25735085,1,77375,1916
17576495,1,76789,1916
12472909,1,63777,1915
25299529,1,64735,1914
15655445,1,59281,1913
25647033,1,60263,1912
15143605,1,63471,1912
27185277,1,76061,1911
27465705,1,78691,1910
26806365,1,82431,1910
27577805,1,82621,1907
26576705,1,64749,1906
2894317,1,74409,1906
27185277,1,78933,1904
27503509,1,78693,1902
23782735,1,61993,1900
18939539,1,73373,1899
17438593,1,55735,1899
18822587,1,79901,1898
27523707,1,81605,1898
9354471,2,56271,1896
16546275,2,100965,1893
16709269,2,59485,1891
26915243,1,82471,1890
20485407,1,79363,1888
16607735,2,59253,1886
26177759,1,82321,1884
25129979,2,88933,1882
23262955,1,80185,1882
11068337,1,80597,1882
22449667,1,82621,1880
11784601,1,63117,1879
23782735,1,61991,1878
10965549,1,79483,1878
10317815,1,79453,1878
6473621,1,70559,1875
26810877,1,75981,1872
1228311,1,76791,1872
26932513,1,73371,1872
12929959,1,78887,1870
7199371,2,106579,1865
21777655,2,84243,1865
19794331,1,59613,1865
27250593,1,75981,1865
21777655,2,84769,1862
27684703,1,80531,1862
25365087,1,64737,1862
27583393,1,82619,1862
21777655,2,83841,1859
27536019,1,78691,1857
25871733,1,80005,1855
27168875,1,75241,1854
27754247,1,76873,1854
27616935,1,82633,1853
19794331,1,61745,1851
28132017,1,75235,1846
9953107,1,76511,1844
25884765,1,82091,1842
19690483,1,76225,1842
19399231,1,82857,1842
11021129,1,77001,1842
18913863,1,60835,1841
24840785,1,78243,1838
8612535,1,76203,1834
20182215,1,80177,1826
27465705,1,84413,1822
27082673,1,73561,1821
27158501,1,76493,1821
26114927,0,74383,1820
25884765,1,76239,1820
23782735,1,60599,1820
23782735,1,60343,1819
18939539,1,73375,1819
25884765,1,83609,1818
26930041,1,82433,1816
27349061,1,78365,1814
21879231,1,62557,1814
14943189,2,59689,1812
1228311,1,75017,1812
17576495,1,75007,1811
19399487,1,61913,1809
26915243,1,80185,1806
26576705,1,64751,1806
21879231,1,63433,1805
25884765,1,75903,1804
21281623,0,74349,1804
23188491,1,81869,1802
23188491,1,76783,1802
26301405,1,76191,1800
20180993,1,82471,1796
11127955,1,73021,1794
27789857,1,80039,1794
23262955,1,79461,1792
23188491,1,78617,1792
9953107,1,75679,1791
26676095,1,80039,1790
27975199,1,74005,1790
15446725,1,55739,1789
26469971,1,70445,1786
27067603,1,70861,1785
4782103,1,85455,1784
25860695,1,74665,1783
10918805,1,68335,1783
27016247,1,59281,1780
18998075,1,68947,1778
2894317,1,74411,1777
200285563,2,68903,1775
10041389,1,52545,1775
23188491,1,80651,1774
27718093,1,75327,1774
27074475,1,75981,1772
26411993,1,75909,1772
25884765,1,83599,1772
27593041,1,80183,1771
15906911,1,55735,1768
17310447,1,76227,1768
6037455,1,76113,1766
18822587,1,83249,1766
27763715,1,84413,1766
27546269,1,78187,1764
27118943,1,79039,1764
11050859,1,64735,1761
22592267,2,92423,1759
9620361,1,70597,1758
20973343,1,66335,1756
26382571,1,70569,1756
15843047,1,65253,1753
22468697,1,75237,1753
28274611,1,86099,1752
12480069,1,46223,1752
8612535,1,76339,1752
27593041,1,82473,1752
2649981,1,64491,1750
28067925,1,75981,1750
19794331,1,62379,1749
9953107,1,80211,1744
27503509,1,78691,1744
26873723,1,58767,1742
28067925,1,75983,1740
26629897,1,76221,1740
24908315,1,42505,1739
9206445,1,82473,1736
26760735,1,75007,1736
9606473,1,66523,1735
3459391,1,68515,1734
28132017,1,79047,1732
18913863,1,60545,1731
27185277,1,78401,1730
10948221,1,74069,1730
27011569,1,73371,1729
27413717,1,74407,1726
26728193,1,76619,1726
25306011,1,75311,1726
15520623,1,82099,1722
27181509,2,88933,1721
27074475,2,104983,1721
27270621,1,60277,1720
25497797,1,70093,1720
1085639,1,70523,1718
2784151,2,108021,1717
24022867,1,60681,1716
26810615,1,78605,1714
18822587,1,82319,1714
9206445,1,82843,1712
25887901,1,76451,1712
27011569,1,73373,1710
26981303,1,83525,1710
6975481,1,76493,1708
22564437,1,75249,1708
21879231,1,63435,1707
27252757,1,76621,1706
27123991,1,82843,1706
17102273,2,59253,1705
23188491,1,78611,1704
26683725,1,70005,1704
27663605,1,80601,1704
15520623,1,77543,1704
27503509,1,80853,1702
13454495,1,76851,1700
25015049,1,82857,1698
19794331,1,58877,1698
25647033,1,60059,1698
15143605,1,63797,1697
9953107,1,75183,1696
26549797,1,73863,1696
27285053,1,73551,1695
1220845,0,82861,1694
27171261,1,80619,1694
28048513,1,78409,1694
8986719,2,90223,1693
9023759,1,75967,1693
23782735,1,61549,1690
21777655,2,84203,1688
27616935,1,81603,1688
25725617,1,85419,1688
26684833,1,76333,1686
23188491,1,78609,1686
23774017,1,73023,1686
28186283,1,79943,1686
11107125,1,71293,1685
11686993,1,67525,1685
23201343,2,88147,1684
18584939,1,80527,1684
28190473,1,80597,1684
18614059,1,67003,1683
27190843,1,76531,1682
28132017,1,76851,1682
24527473,1,81611,1682
18822587,1,83257,1680
26892729,1,82635,1678
20973343,1,62765,1678
27781359,1,80039,1678
26107929,2,85207,1676
8612535,1,75885,1676
27406863,1,78027,1674
10977337,1,74667,1674
200065757,2,68513,1673
16071605,1,80185,1672
2230775,1,83879,1672
9023759,1,75973,1672
14628303,1,67547,1671
26301405,1,76621,1671
9953107,1,76123,1671
28067925,1,75965,1670
14791003,1,74623,1670
16141205,1,82621,1670
28222041,1,77853,1670
19794331,1,61411,1670
12472909,1,63267,1669
19398891,1,79485,1668
16141205,1,84609,1668
27552837,1,82471,1667
26787063,1,80175,1666
26806365,1,76511,1663
26629897,1,75235,1662
27157703,1,76299,1662
23159653,1,79043,1660
21777655,2,85475,1659
27583393,1,80037,1658
9606473,1,66533,1658
20973343,1,66007,1658
27185277,1,79465,1656
11319523,1,77703,1656
10877995,1,54771,1654
7697563,1,79043,1654
3455951,1,82473,1654
16139725,1,70597,1653
26469971,1,71835,1652
26821781,1,78399,1650
24022867,1,60439,1649
26482633,1,74977,1648
25576629,1,74071,1647
14791003,1,67079,1646
27601509,1,77839,1645
18298463,1,80179,1644
25884765,1,76883,1644
26937049,1,76527,1644
28068903,1,82635,1642
27616935,1,80853,1640
27011569,1,73375,1639
23782735,1,60345,1639
27107395,1,84051,1636
25884765,1,77679,1634
23188491,1,81873,1634
200285563,2,68881,1632
9953107,1,78575,1632
201113677,2,71121,1630
26354567,1,72899,1630
26469971,1,64731,1630
20485407,1,81911,1628
2894317,1,76851,1628
27380267,1,78875,1624
27755229,1,82635,1624
27518797,1,78365,1624
27473171,1,76619,1622
21777655,2,84197,1620
27185277,1,81007,1618
18822587,1,79747,1617
26930041,1,80001,1616
20485407,1,81909,1616
24221763,1,79347,1616
23188491,1,76745,1615
27252757,1,74953,1615
4810669,2,90219,1614
19399487,1,62207,1614
10918805,1,57283,1613
18939539,1,73371,1613
27307955,1,76847,1612
27722329,1,79461,1610
27156859,1,73377,1609
27661809,1,80697,1606
20180993,1,80183,1606
26772403,1,77373,1604
14665015,1,63073,1604
15446671,1,54965,1603
27259599,1,74599,1602
26642271,1,82621,1602
27190843,1,76529,1602
25543241,1,77557,1600
27777139,1,73851,1600
25364801,1,79461,1598
8006913,1,79941,1598
26806365,1,76129,1597
26806365,1,76123,1597
27118297,1,78887,1596
18738339,1,62047,1596
27577805,1,80601,1596
25497797,1,68951,1595
27031471,1,73373,1595
19385759,1,59331,1595
19398891,1,78681,1594
27780651,1,81063,1594
20976907,1,75071,1594
9606473,1,66135,1589
10560075,1,53765,1588
27015991,1,58767,1588
20915933,0,77311,1588
14473289,2,74001,1586
27899727,1,80039,1586
23879995,1,81795,1586
20485407,1,78507,1586
4895479,1,56175,1584
26810615,1,78599,1584
25369193,1,74917,1583
23188491,1,75023,1583
23262955,1,80179,1582
26871699,1,79519,1582
15822437,1,60681,1581
27928317,1,80601,1580
27307955,1,77519,1580
11024359,1,58061,1580
10041389,1,52543,1580
27127409,1,78887,1580
26810615,1,78611,1580
11647413,1,83009,1580
26469971,1,70487,1579
9023759,1,74043,1579
25000753,1,76217,1578
7697563,1,74411,1576
15143605,1,67401,1575
14250785,1,65241,1575
26175991,1,78887,1575
24840785,1,78239,1574
10773189,1,72901,1572
12229871,1,55651,1572
6274451,1,64491,1572
26642271,1,78689,1570
20485407,1,81899,1570
26055053,1,76227,1569
20485407,1,81317,1568
26810615,1,78597,1568
9953107,1,76509,1566
15906911,1,55739,1566
26810615,1,78613,1564
27259763,1,82473,1564
25725617,1,86101,1564
27479897,1,74645,1564
23159653,1,75221,1564
9250077,1,52269,1563
15906911,1,80039,1562
27473171,1,77679,1562
27501929,1,82841,1562
21879231,1,60725,1562
28102765,1,78695,1562
27336087,1,76451,1560
25418763,1,75221,1560
25884765,1,81571,1560
7769113,2,59441,1558
27295467,1,76451,1558
28274611,1,86101,1558
28148175,1,80855,1556
26930041,1,79991,1556
11050859,1,64729,1556
9953107,1,79091,1556
26002337,1,58485,1556
26382571,1,67543,1555
25299529,1,64723,1554
11784601,1,75307,1552
19794331,1,84001,1552
13454495,1,74667,1550
26996717,1,42069,1550
23201343,2,88583,1548
9953107,1,79081,1548
25505689,1,59451,1547
16320773,1,60063,1545
10355477,1,58775,1545
25950521,1,75201,1544
27395641,1,81605,1544
4614663,1,71597,1543
27127409,1,76191,1542
27530625,1,64723,1542
26930041,1,80003,1542
19399487,1,61911,1542
20549359,1,68515,1541
18822587,1,83239,1540
25882451,1,64357,1540
26382571,1,67541,1538
20180993,1,80185,1536
24022867,1,78929,1534
28493377,1,81611,1534
26621745,1,64057,1534
18913863,1,76351,1533
12474949,1,70525,1532
25884765,1,82107,1532
7646487,1,75017,1532
26976133,1,80413,1532
27037933,1,78373,1532
26104111,2,84633,1530
9953107,1,80215,1530
26974673,1,76619,1530
23201343,2,93413,1529
3621705,2,56329,1528
20485407,1,81915,1528
13869877,1,39459,1528
27418447,1,84411,1528
27259599,1,75197,1528
27285659,1,76619,1527
20416593,1,80185,1526
27186119,1,79137,1526
10061279,1,68513,1525
17385809,1,80177,1524
27156573,1,82471,1524
23373417,1,64723,1522
27190843,1,76527,1522
24840785,1,78237,1522
27370939,1,73557,1522
21879231,1,63925,1521
27185277,1,75585,1521
27870667,1,75887,1521
10182371,2,87799,1520
26588901,1,80179,1520
26174695,1,76841,1520
27687361,1,76339,1518
27031471,1,73371,1518
27281727,1,79395,1518
26325617,1,75965,1516
27847633,1,82621,1516
23188491,1,81857,1514
27473171,1,76621,1514
28274611,1,85417,1514
25672041,1,70099,1513
25871733,1,82463,1512
11784601,1,64789,1512
22253743,1,84393,1512
25285145,1,73023,1512
27295467,1,76619,1512
27074613,1,79523,1512
9953107,1,75683,1511
22936597,1,76893,1510
20418919,1,75235,1510
27082673,1,74651,1510
27210795,2,105875,1508
20045123,1,82473,1508
26175781,1,71849,1507
11021129,1,74619,1507
28068903,1,80039,1506
19794331,1,61751,1506
27637651,1,76219,1506
9953107,1,80739,1506
21777655,2,84207,1505
4744769,1,45539,1505
11204651,1,67551,1504
27148057,1,85855,1502
27185277,1,83977,1502
20976907,1,83671,1502
6925889,1,75241,1502
9379857,2,90495,1501
27501929,2,100965,1500
260338,1,73199,1500
19087537,1,82471,1500
26177759,1,77983,1500
26177759,1,83257,1499
27190843,1,79521,1499
201124363,2,68305,1498
20485407,1,79357,1498
28316973,1,80617,1498
11784601,1,74217,1498
27794695,1,80855,1498
26728193,1,78367,1498
11756375,1,44695,1497
9953107,1,75689,1497
9953107,1,76121,1496
28186283,1,79395,1496
26684833,1,76835,1496
17858567,1,66847,1494
27332177,1,74667,1494
26469971,1,71287,1494
28274611,1,80037,1494
27336087,1,76191,1493
26175781,2,102995,1492
20973343,1,66339,1492
27743007,1,81605,1492
1340289,1,55503,1492
18298463,1,79461,1491
18782797,1,83249,1491
25358909,2,90219,1490
16660517,1,76869,1490
18896755,1,79023,1490
20485407,1,78513,1490
16049477,1,76893,1490
28486135,1,76531,1489
27853453,1,80005,1488
9606473,1,64437,1488
26917981,1,81781,1488
27684703,1,79051,1488
28385003,1,80593,1487
26576705,1,64753,1486
27252757,1,76191,1486
27185277,1,81045,1484
14250451,1,80185,1484
27185277,1,76059,1483
23201343,2,90183,1482
19398891,1,78549,1482
10885719,1,57121,1482
2488757,1,80185,1482
27637651,1,79047,1482
15143605,1,64571,1480
25647033,1,60039,1480
1653549,1,82651,1478
27743007,1,80855,1478
22468697,1,75241,1478
20973343,1,66017,1478
18822587,1,79879,1478
25304001,2,105933,1476
27523707,1,82621,1476
18822587,1,79891,1476
27473171,1,77681,1476
27307955,1,75203,1474
19387885,1,78887,1474
9953107,2,106437,1473
23774429,1,77001,1472
18822587,1,82311,1472
25872711,1,60601,1472
27809265,1,82621,1472
9953107,1,75685,1470
8612535,1,75197,1470
11647413,1,42307,1469
10745043,1,74619,1469
24908315,1,43707,1468
9953107,1,77643,1468
3661701,1,74405,1468
27185277,1,79467,1468
26760735,1,75013,1468
10885719,1,57767,1467
27190843,1,78091,1467
27858543,2,90445,1466
18822587,1,78005,1466
27519829,1,80039,1466
15455475,1,72897,1466
19794331,1,59605,1464
27346427,1,73371,1464
26756581,1,76791,1464
25884765,1,77845,1462
27687361,1,76841,1462
25000753,1,76215,1462
18477089,1,75245,1462
22564437,1,75901,1461
146306,1,66543,1461
27593041,1,79461,1460
22449667,1,81605,1460
15583663,2,81025,1458
25884765,1,78365,1458
9379857,2,90501,1457
27536019,1,80037,1457
7776631,3,95593,1456
26435871,1,67377,1456
22437441,1,79931,1456
26806205,1,78389,1456
9389889,1,76869,1454
18822587,1,78011,1453
1559651,1,82321,1452
26407761,1,75013,1452
25264609,1,78405,1452
23188491,1,81861,1452
18913863,1,60849,1451
7003671,2,56335,1450
8006913,1,79405,1450
26810615,1,78603,1450
25673051,1,73849,1450
12969355,1,73851,1450
6998737,1,66671,1450
22082737,2,90223,1449
5667427,1,51185,1449
24527473,1,83647,1448
26926373,1,42069,1448
9023759,1,75983,1448
14791003,1,67603,1447
19398891,1,80843,1446
19185813,1,64723,1446
20485407,1,81893,1446
15520623,1,68009,1445
27881801,1,85419,1444
11107125,1,71295,1444
146306,1,76871,1444
28052101,1,80601,1444
28396029,1,77869,1444
26177759,1,82307,1444
27687361,1,76203,1444
27696167,2,107897,1443
19794331,1,60401,1443
26883169,1,76451,1443
26726559,1,79395,1442
10796035,2,55361,1440
6007047,2,74349,1440
9354471,2,90213,1438
26055053,1,74665,1438
15520623,1,78991,1438
19017461,1,79461,1438
16141205,1,81603,1438
28425551,1,82621,1438
27503509,1,82635,1437
27599999,1,78351,1437
146306,1,66579,1437
14943189,2,59615,1436
25015049,1,83313,1436
2894317,1,76229,1436
14013865,1,43685,1436
25002095,1,82321,1436
15520623,1,69017,1436
26839893,1,80443,1436
14791003,1,65783,1436
16547265,1,78927,1434
10041389,1,52535,1434
23188491,1,78615,1434
23782735,1,76857,1434
12480069,1,45763,1433
15838005,1,55651,1432
16086067,2,59257,1431
26996517,0,75667,1431
10899705,1,48891,1431
26055053,1,74409,1430
2894317,1,74665,1430
2425297,1,53317,1428
19051103,1,78693,1428
23534587,1,79583,1428
200065757,2,68515,1427
18305571,1,79461,1427
26201073,2,90219,1426
27186119,1,79131,1426
23188491,1,81871,1426
26756581,1,76783,1426
18738339,1,62045,1426
24876759,2,113725,1424
26927141,1,77461,1424
27479897,1,74651,1424
27524843,1,78691,1424
28152311,1,81611,1424
200078825,2,68531,1423
14252707,1,54689,1423
27389529,1,75061,1423
27528819,1,74637,1422
19398891,1,80589,1422
23188491,1,77495,1422
26903421,1,78097,1422
26915243,1,78927,1422
20973343,1,65073,1422
24840785,1,78245,1422
1340289,1,55507,1421
24092475,1,82473,1420
22083781,1,75241,1420
26883169,1,76621,1420
26621745,1,63707,1420
2665683,1,85419,1420
6007047,2,73513,1418
27299763,1,75981,1418
20485407,1,81903,1418
19051103,1,78691,1418
23188491,1,83435,1418
6937925,2,87981,1417
27975199,1,77525,1417
27479897,1,74643,1416
27916501,1,80599,1416
27781359,1,80855,1414
26775829,1,74617,1413
28027699,1,79461,1412
26810615,1,78617,1412
20418919,1,76219,1411
21819485,2,86387,1410
27131343,1,80693,1410
14628945,1,70525,1410
27143637,1,59847,1410
27899727,1,80037,1410
20182215,1,81045,1410
27977053,1,75677,1410
7697563,1,74665,1409
11754037,1,73849,1409
26331067,1,80177,1408
9663577,1,76235,1408
22936597,1,77189,1408
6274451,1,80589,1408
26482633,1,82811,1408
21777655,2,83059,1406
26526333,1,82471,1406
27743007,1,80853,1406
21235343,1,43047,1404
24908315,1,42107,1404
28148175,1,80039,1404
2144925,1,78597,1404
12478413,1,75885,1404
20416593,1,82473,1402
20485407,1,79347,1402
24908315,1,43027,1402
28105183,1,80179,1400
20976907,1,79735,1400
14771211,1,80177,1400
26976133,1,77031,1400
26887401,1,42067,1399
12551681,1,57703,1399
23256699,1,60681,1398
27330479,1,77139,1398
26756581,1,83433,1398
27569571,1,80039,1397
28033223,1,74593,1396
25871733,1,85125,1396
24377885,1,71853,1393
27691853,2,106955,1392
16141205,1,80855,1392
26435871,1,66937,1392
28048513,1,80263,1392
25515263,2,90219,1391
26671753,1,73023,1391
27687361,1,75885,1390
25528949,1,82473,1390
26712455,1,80185,1390
