347,2,3,25,29,35
347,67,89,90,98,118
347,137,137,147,200,201
347,202,203,204,222,223
347,224,225,226,227,228
347,229,230,231,237,238
347,241,264,271,283,294
347,294,297,322,322,323
347,326,352,353,354,355
347,355,355,358,368,392
347,393,393,398,400,401
347,404,405,407,408,410
347,446,459,472,475,494
347,517,518,520,522,530
347,561,562,573,601,603
347,608,608,609,609,631
347,635,647,660,697,698
347,699,731,741,745,750
347,786,808,817,1057,1064
347,1066,1075,1077,1088,1088
347,1089,1089,1092,1094,1125
347,1129,1130,1131,1132,1133
347,1134,1135,1180,1181,1182
347,1183,1240,1262,1263,1264
347,1265,1266,1266,1291,1294
347,1299,1299,1300,1322,1354
347,1355,1381,1381,1387,1398
347,1418,1423,1440,1440,1443
347,1448,1508,1700,1701,1718
347,1720,1728,1763,1842,1844
347,1893,1934,2002,26197,26197
3607,126,3445,3446,3447,3448
3607,3449,3450,3539,3545,3547
3607,3569,4749,5001,6195,6293
3607,6495,6595,6721,7341,7509
3607,7525,7685,7687,7687,7695
3607,7721,7777,8371,8399,8849
3607,8977,9291,9293,9295,9523
3607,9923,9979,10121,10707,10711
4503,13601,15701,28459,28477,36137
4503,44365,44375,60849,68667,68669
4515,193,803,2718,4659,5001
4515,6595,7329,7331,7333,7335
4515,7337,7339,7503,9511,10627
4582,36,1425,1647,1648,1649
4582,1650,1651,1652,1653,1654
4582,1655,1656,1657,1658,1659
4582,1660,1661,1662,1663,1664
6415,8405,10955,16687,17453,17917
6629,20285,45555,45557,45559,45561
6629,45563,45563,45565,50583,51631
6629,51977,51979,51981,52067,52635
6629,56139,56371,56797,56799,56801
6629,56803,56805,57067,57073,57075
6629,57775,57885,59209,59211,59213
6629,59327,60271,60785,60787,60789
6629,70549,70551,70553,70555,70557
6629,70559,73129,73133,73135,73137
6629,73139,73141,74327,74757,75223
6629,75543,76235,76419,76641,76937
6738,9979,11367,11937,11949,12961
6738,16245,16593,16593,24357,28665
6751,9913,9915,26197,26197,26197
6917,60403,60403,60403,63555,63555
6917,73971,73975,73977,73981,75203
13891,401,2172,3179,9193,9523
13891,9531,9637,10955,11339,11999
13891,17453,34407,34407,38221,51825
13891,54329,54329,54897,55985,62437
13891,65945,65953,68963,73117,73119
15212,12,14,5001,7329,7331
15212,7333,7335,7337,7339,10975
15212,10977,10979,10981,10983,10985
15873,4659,5001,7329,7331,7333
15873,7335,7337,7339,7341,7503
16725,3,7,7,44,152
16725,179,180,403,443,444
16725,497,498,565,860,861
16725,1068,1860,1861,3569,4663
16885,36,3561,5001,7329,7331
16885,7333,7335,7337,7339,9511
16885,9511,10975,10977,10979,10981
17939,35,35,124,1092,1356
17939,3012,3186,3535,5001,6505
18529,124,127,1965,2200,2695
18529,2696,3182,3539,3539,3561
18529,4659,4663,4819,4825,4825
18529,4831,4833,4917,4939,4943
18529,4979,5001,5309,6185,6185
18529,6185,6185,6185,6185,6591
18529,7633,7721,7777,9263,9353
19430,604,11255,13629,13801,14025
19430,14029,14031,14091,15199,15423
19430,22517,32147,33379,36137,46933
19638,401,2654,3561,6127,6505
19638,9189,10955,11065,11367,11937
19638,11937,11937,11945,11945,11949
19638,29031,29031,29277,32825,33269
