17611001,13872
10714001,8827
7053201,7258
26024401,5544
19032601,4650
16437001,4482
15658001,4347
15065001,4265
24168001,4240
3759001,4206
9245601,4173
4811001,4069
3593001,4053
15545401,3836
10961401,3829
11756401,3779
25340601,3643
1106401,3601
9589201,3583
9602201,3548
23029401,3431
25001001,3383
12551001,3325
23752201,3317
11324001,3229
23909201,3152
22460001,3123
15923801,3116
3032201,3084
28145001,2914
4915201,2883
22467401,2776
12889201,2763
28498201,2715
19421001,2697
13449601,2693
8547801,2597
10969201,2593
18578001,2569
12487801,2525
27991601,2504
25473201,2424
2989401,2417
27607801,2410
12320001,2409
6831401,2389
10677601,2363
6564601,2339
26933201,2338
10269401,2261
26286001,2252
27100801,2244
2883001,2215
26627001,2201
15809601,2187
26947401,2138
25592201,2136
200022801,2136
7600801,2125
3371801,2112
3673801,2110
14662601,2097
9352001,2082
20975801,2053
25718201,2050
26696001,2045
8317201,1999
10323801,1997
25514401,1997
12884001,1993
3670201,1979
18430001,1969
9286201,1944
15578801,1944
200231801,1928
9957601,1908
23359801,1907
25829401,1897
3054001,1896
14222401,1863
27225801,1861
12840801,1832
11737001,1831
7477001,1828
9269601,1816
14631201,1805
28046401,1793
18083401,1761
13076201,1717
8190401,1702
25769601,1683
27051201,1667
11943201,1666
24876801,1662
14782601,1662
11047401,1649
10459001,1644
25518201,1642
15656001,1605
23928601,1605
25346801,1603
21464401,1592
26789601,1592
14943001,1592
12406801,1586
18894601,1581
26042401,1580
23763201,1563
27011601,1560
10884801,1559
23535401,1555
28197401,1553
9814001,1553
11825201,1547
18157001,1540
7755201,1540
3758201,1527
10181001,1523
14631401,1519
12963601,1508
23782801,1506
23781401,1498
4862601,1495
201099001,1469
15520401,1468
7628801,1468
19753001,1454
10882601,1452
15271201,1449
24954001,1447
18885601,1446
27842401,1441
6557201,1431
24175401,1424
26641401,1424
14400601,1414
28585201,1396
2092201,1392
25285801,1390
3346401,1390
11194001,1387
12849001,1384
12325001,1380
27336401,1372
10009001,1372
23842601,1369
1772401,1361
24839801,1348
26064801,1333
5117601,1332
14000801,1330
22087801,1328
26782001,1324
23830401,1317
25390801,1315
12944001,1312
19664801,1307
14276401,1303
26534401,1302
8545001,1300
25432801,1300
11245601,1297
4453401,1296
3729201,1295
26409801,1292
14944001,1285
24986801,1280
200164801,1277
25372601,1276
16710401,1270
19378601,1258
25371601,1258
12803401,1255
4943201,1254
11019001,1252
17805801,1250
1691401,1248
28396401,1247
19401601,1246
4071401,1238
27544001,1237
25575001,1233
21651201,1232
26344601,1230
26737001,1230
16321601,1229
14156601,1227
21341401,1227
13332801,1225
10621801,1225
